Source,Port,Destination,Port,Name,Protocol,Length,Service,Country
142.250.187.202,443,192.168.122.184,38908,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,52.0,128.0,Not found
142.250.187.202,443,192.168.122.184,38908,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,52.0,128.0,Not found
192.168.122.184,38908,142.250.187.202,443,"('lhr25s33-in-f10.1e100.net', [], ['142.250.187.202'])",6,1412.0,0.0,United States
192.168.122.184,38908,142.250.187.202,443,"('lhr25s33-in-f10.1e100.net', [], ['142.250.187.202'])",6,2772.0,0.0,United States
192.168.122.184,38908,142.250.187.202,443,"('lhr25s33-in-f10.1e100.net', [], ['142.250.187.202'])",6,2574.0,0.0,United States
142.250.187.202,443,192.168.122.184,38908,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,52.0,128.0,Not found
142.250.187.202,443,192.168.122.184,38908,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,52.0,128.0,Not found
142.250.187.202,443,192.168.122.184,38908,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,52.0,128.0,Not found
142.250.187.202,443,192.168.122.184,38908,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,52.0,128.0,Not found
142.250.187.202,443,192.168.122.184,38908,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,52.0,128.0,Not found
142.250.187.202,443,192.168.122.184,38908,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,1470.0,128.0,Not found
192.168.122.184,38908,142.250.187.202,443,"('lhr25s33-in-f10.1e100.net', [], ['142.250.187.202'])",6,52.0,0.0,United States
142.250.187.202,443,192.168.122.184,38908,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,2888.0,128.0,Not found
192.168.122.184,38908,142.250.187.202,443,"('lhr25s33-in-f10.1e100.net', [], ['142.250.187.202'])",6,52.0,0.0,United States
142.250.187.202,443,192.168.122.184,38908,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,2326.0,128.0,Not found
192.168.122.184,38908,142.250.187.202,443,"('lhr25s33-in-f10.1e100.net', [], ['142.250.187.202'])",6,52.0,0.0,United States
76.223.92.165,443,192.168.122.184,50998,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,865.0,0.0,Not found
192.168.122.184,50998,76.223.92.165,443,"('ac88393aca5853df7.awsglobalaccelerator.com', [], ['76.223.92.165'])",6,52.0,0.0,United States
192.168.122.184,50998,76.223.92.165,443,"('ac88393aca5853df7.awsglobalaccelerator.com', [], ['76.223.92.165'])",6,118.0,0.0,United States
76.223.92.165,443,192.168.122.184,50998,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,52.0,0.0,Not found
192.168.122.184,51000,76.223.92.165,443,"('ac88393aca5853df7.awsglobalaccelerator.com', [], ['76.223.92.165'])",6,118.0,0.0,United States
76.223.92.165,443,192.168.122.184,51000,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,52.0,0.0,Not found
76.223.92.165,443,192.168.122.184,50998,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,119.0,0.0,Not found
192.168.122.184,50998,76.223.92.165,443,"('ac88393aca5853df7.awsglobalaccelerator.com', [], ['76.223.92.165'])",6,52.0,0.0,United States
76.223.92.165,443,192.168.122.184,51000,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,212.0,0.0,Not found
192.168.122.184,51000,76.223.92.165,443,"('ac88393aca5853df7.awsglobalaccelerator.com', [], ['76.223.92.165'])",6,52.0,0.0,United States
192.168.122.184,50998,76.223.92.165,443,"('ac88393aca5853df7.awsglobalaccelerator.com', [], ['76.223.92.165'])",6,108.0,0.0,United States
76.223.92.165,443,192.168.122.184,50998,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,52.0,0.0,Not found
76.223.92.165,443,192.168.122.184,50998,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,865.0,0.0,Not found
192.168.122.184,50998,76.223.92.165,443,"('ac88393aca5853df7.awsglobalaccelerator.com', [], ['76.223.92.165'])",6,52.0,0.0,United States
192.168.122.184,50998,76.223.92.165,443,"('ac88393aca5853df7.awsglobalaccelerator.com', [], ['76.223.92.165'])",6,108.0,0.0,United States
76.223.92.165,443,192.168.122.184,50998,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,52.0,0.0,Not found
192.168.122.184,51000,76.223.92.165,443,"('ac88393aca5853df7.awsglobalaccelerator.com', [], ['76.223.92.165'])",6,1222.0,0.0,United States
76.223.92.165,443,192.168.122.184,51000,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,52.0,0.0,Not found
76.223.92.165,443,192.168.122.184,51000,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,175.0,0.0,Not found
192.168.122.184,51000,76.223.92.165,443,"('ac88393aca5853df7.awsglobalaccelerator.com', [], ['76.223.92.165'])",6,52.0,0.0,United States
192.168.122.184,47686,142.250.178.14,443,"('lhr48s27-in-f14.1e100.net', [], ['142.250.178.14'])",6,862.0,0.0,United States
142.250.178.14,443,192.168.122.184,47686,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,52.0,0.0,Not found
142.250.178.14,443,192.168.122.184,47686,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,644.0,128.0,Not found
192.168.122.184,47686,142.250.178.14,443,"('lhr48s27-in-f14.1e100.net', [], ['142.250.178.14'])",6,52.0,0.0,United States
142.250.178.14,443,192.168.122.184,47686,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,242.0,128.0,Not found
192.168.122.184,47686,142.250.178.14,443,"('lhr48s27-in-f14.1e100.net', [], ['142.250.178.14'])",6,52.0,0.0,United States
142.250.178.14,443,192.168.122.184,47686,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,86.0,128.0,Not found
192.168.122.184,47686,142.250.178.14,443,"('lhr48s27-in-f14.1e100.net', [], ['142.250.178.14'])",6,52.0,0.0,United States
192.168.122.184,51000,76.223.92.165,443,"('ac88393aca5853df7.awsglobalaccelerator.com', [], ['76.223.92.165'])",6,1223.0,0.0,United States
76.223.92.165,443,192.168.122.184,51000,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,52.0,0.0,Not found
76.223.92.165,443,192.168.122.184,51000,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,176.0,0.0,Not found
192.168.122.184,51000,76.223.92.165,443,"('ac88393aca5853df7.awsglobalaccelerator.com', [], ['76.223.92.165'])",6,52.0,0.0,United States
