172.217.169.42,192.168.122.184,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,1298
192.168.122.184,172.217.169.42,"('lhr48s08-in-f10.1e100.net', [], ['172.217.169.42'])",6,52
172.217.169.42,192.168.122.184,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,187
192.168.122.184,172.217.169.42,"('lhr48s08-in-f10.1e100.net', [], ['172.217.169.42'])",6,52
172.217.169.42,192.168.122.184,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,86
192.168.122.184,172.217.169.42,"('lhr48s08-in-f10.1e100.net', [], ['172.217.169.42'])",6,52
192.168.122.184,172.217.169.42,"('lhr48s08-in-f10.1e100.net', [], ['172.217.169.42'])",6,1412
192.168.122.184,172.217.169.42,"('lhr48s08-in-f10.1e100.net', [], ['172.217.169.42'])",6,888
172.217.169.42,192.168.122.184,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,52
172.217.169.42,192.168.122.184,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,52
172.217.169.42,192.168.122.184,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,888
192.168.122.184,172.217.169.42,"('lhr48s08-in-f10.1e100.net', [], ['172.217.169.42'])",6,52
172.217.169.42,192.168.122.184,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,195
192.168.122.184,172.217.169.42,"('lhr48s08-in-f10.1e100.net', [], ['172.217.169.42'])",6,52
192.168.122.184,172.217.169.42,"('lhr48s08-in-f10.1e100.net', [], ['172.217.169.42'])",6,1262
172.217.169.42,192.168.122.184,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,52
172.217.169.42,192.168.122.184,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,881
192.168.122.184,172.217.169.42,"('lhr48s08-in-f10.1e100.net', [], ['172.217.169.42'])",6,52
172.217.169.42,192.168.122.184,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,134
192.168.122.184,172.217.169.42,"('lhr48s08-in-f10.1e100.net', [], ['172.217.169.42'])",6,52
172.217.169.42,192.168.122.184,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,86
192.168.122.184,172.217.169.42,"('lhr48s08-in-f10.1e100.net', [], ['172.217.169.42'])",6,52
192.168.122.184,142.250.187.202,"('lhr25s33-in-f10.1e100.net', [], ['142.250.187.202'])",6,1178
142.250.187.202,192.168.122.184,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,52
142.250.187.202,192.168.122.184,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,1470
192.168.122.184,142.250.187.202,"('lhr25s33-in-f10.1e100.net', [], ['142.250.187.202'])",6,52
142.250.187.202,192.168.122.184,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,2888
192.168.122.184,142.250.187.202,"('lhr25s33-in-f10.1e100.net', [], ['142.250.187.202'])",6,52
142.250.187.202,192.168.122.184,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,5724
192.168.122.184,142.250.187.202,"('lhr25s33-in-f10.1e100.net', [], ['142.250.187.202'])",6,52
142.250.187.202,192.168.122.184,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,5724
192.168.122.184,142.250.187.202,"('lhr25s33-in-f10.1e100.net', [], ['142.250.187.202'])",6,52
142.250.187.202,192.168.122.184,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,1364
192.168.122.184,142.250.187.202,"('lhr25s33-in-f10.1e100.net', [], ['142.250.187.202'])",6,52
142.250.187.202,192.168.122.184,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,1470
192.168.122.184,142.250.187.202,"('lhr25s33-in-f10.1e100.net', [], ['142.250.187.202'])",6,52
142.250.187.202,192.168.122.184,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,2888
192.168.122.184,142.250.187.202,"('lhr25s33-in-f10.1e100.net', [], ['142.250.187.202'])",6,52
142.250.187.202,192.168.122.184,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,4306
192.168.122.184,142.250.187.202,"('lhr25s33-in-f10.1e100.net', [], ['142.250.187.202'])",6,52
142.250.187.202,192.168.122.184,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,1470
192.168.122.184,142.250.187.202,"('lhr25s33-in-f10.1e100.net', [], ['142.250.187.202'])",6,52
142.250.187.202,192.168.122.184,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,6989
192.168.122.184,142.250.187.202,"('lhr25s33-in-f10.1e100.net', [], ['142.250.187.202'])",6,52
142.250.187.202,192.168.122.184,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,1470
192.168.122.184,142.250.187.202,"('lhr25s33-in-f10.1e100.net', [], ['142.250.187.202'])",6,52
142.250.187.202,192.168.122.184,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,1470
192.168.122.184,142.250.187.202,"('lhr25s33-in-f10.1e100.net', [], ['142.250.187.202'])",6,52
142.250.187.202,192.168.122.184,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,1470
192.168.122.184,142.250.187.202,"('lhr25s33-in-f10.1e100.net', [], ['142.250.187.202'])",6,52
142.250.187.202,192.168.122.184,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,5724
192.168.122.184,142.250.187.202,"('lhr25s33-in-f10.1e100.net', [], ['142.250.187.202'])",6,52
142.250.187.202,192.168.122.184,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,4306
192.168.122.184,142.250.187.202,"('lhr25s33-in-f10.1e100.net', [], ['142.250.187.202'])",6,52
142.250.187.202,192.168.122.184,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,7142
192.168.122.184,142.250.187.202,"('lhr25s33-in-f10.1e100.net', [], ['142.250.187.202'])",6,52
142.250.187.202,192.168.122.184,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,5483
192.168.122.184,142.250.187.202,"('lhr25s33-in-f10.1e100.net', [], ['142.250.187.202'])",6,52
192.168.122.184,76.223.92.165,"('ac88393aca5853df7.awsglobalaccelerator.com', [], ['76.223.92.165'])",6,1222
76.223.92.165,192.168.122.184,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,52
76.223.92.165,192.168.122.184,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,176
192.168.122.184,76.223.92.165,"('ac88393aca5853df7.awsglobalaccelerator.com', [], ['76.223.92.165'])",6,52
192.168.122.184,76.223.92.165,"('ac88393aca5853df7.awsglobalaccelerator.com', [], ['76.223.92.165'])",6,1222
76.223.92.165,192.168.122.184,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,52
76.223.92.165,192.168.122.184,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,175
192.168.122.184,76.223.92.165,"('ac88393aca5853df7.awsglobalaccelerator.com', [], ['76.223.92.165'])",6,52
76.223.92.165,192.168.122.184,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,865
192.168.122.184,76.223.92.165,"('ac88393aca5853df7.awsglobalaccelerator.com', [], ['76.223.92.165'])",6,52
192.168.122.184,76.223.92.165,"('ac88393aca5853df7.awsglobalaccelerator.com', [], ['76.223.92.165'])",6,108
76.223.92.165,192.168.122.184,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,52
76.223.92.165,192.168.122.184,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,865
192.168.122.184,76.223.92.165,"('ac88393aca5853df7.awsglobalaccelerator.com', [], ['76.223.92.165'])",6,52
192.168.122.184,76.223.92.165,"('ac88393aca5853df7.awsglobalaccelerator.com', [], ['76.223.92.165'])",6,108
76.223.92.165,192.168.122.184,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,52
192.168.122.184,142.250.187.202,"('lhr25s33-in-f10.1e100.net', [], ['142.250.187.202'])",6,493
142.250.187.202,192.168.122.184,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,52
192.168.122.184,142.250.187.202,"('lhr25s33-in-f10.1e100.net', [], ['142.250.187.202'])",6,1412
192.168.122.184,142.250.187.202,"('lhr25s33-in-f10.1e100.net', [], ['142.250.187.202'])",6,1412
192.168.122.184,142.250.187.202,"('lhr25s33-in-f10.1e100.net', [], ['142.250.187.202'])",6,1412
142.250.187.202,192.168.122.184,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,52
142.250.187.202,192.168.122.184,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,52
142.250.187.202,192.168.122.184,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,52
192.168.122.184,142.250.187.202,"('lhr25s33-in-f10.1e100.net', [], ['142.250.187.202'])",6,1412
192.168.122.184,142.250.187.202,"('lhr25s33-in-f10.1e100.net', [], ['142.250.187.202'])",6,1412
192.168.122.184,142.250.187.202,"('lhr25s33-in-f10.1e100.net', [], ['142.250.187.202'])",6,1473
142.250.187.202,192.168.122.184,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,52
142.250.187.202,192.168.122.184,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,52
142.250.187.202,192.168.122.184,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,52
142.250.187.202,192.168.122.184,"('ip-192-168-122-184.eu-west-2.compute.internal', [], ['192.168.122.184'])",6,52
192.168.122.184,142.250.187.202,"('lhr25s33-in-f10.1e100.net', [], ['142.250.187.202'])",6,1412
192.168.122.184,142.250.187.202,"('lhr25s33-in-f10.1e100.net', [], ['142.250.187.202'])",6,2772
192.168.122.184,142.250.187.202,"('lhr25s33-in-f10.1e100.net', [], ['142.250.187.202'])",6,2574
